"","Healthy_Sample_1","Healthy_Sample_2","Healthy_Sample_3","Healthy_Sample_4","Healthy_Sample_5","Healthy_Sample_6","Healthy_Sample_7","Healthy_Sample_8","Healthy_Sample_9","Healthy_Sample_10","Healthy_Sample_11","Healthy_Sample_12","Healthy_Sample_13","Healthy_Sample_14","Healthy_Sample_15","Healthy_Sample_16","Healthy_Sample_17","Healthy_Sample_18","Healthy_Sample_19","Healthy_Sample_20","Healthy_Sample_21","Healthy_Sample_22","Healthy_Sample_23","Healthy_Sample_24","Healthy_Sample_25","Healthy_Sample_26","Healthy_Sample_27","Healthy_Sample_28","Healthy_Sample_29","Healthy_Sample_30","Healthy_Sample_31","Healthy_Sample_32","Healthy_Sample_33","Healthy_Sample_34","Healthy_Sample_35","Healthy_Sample_36","Healthy_Sample_37","Healthy_Sample_38","Healthy_Sample_39","Healthy_Sample_40","Healthy_Sample_41","Healthy_Sample_42","Healthy_Sample_43","Healthy_Sample_44","Healthy_Sample_45","Healthy_Sample_46","Healthy_Sample_47","Healthy_Sample_48","Healthy_Sample_49","Healthy_Sample_50","Diseased_Sample_1","Diseased_Sample_2","Diseased_Sample_3","Diseased_Sample_4","Diseased_Sample_5","Diseased_Sample_6","Diseased_Sample_7","Diseased_Sample_8","Diseased_Sample_9","Diseased_Sample_10","Diseased_Sample_11","Diseased_Sample_12","Diseased_Sample_13","Diseased_Sample_14","Diseased_Sample_15","Diseased_Sample_16","Diseased_Sample_17","Diseased_Sample_18","Diseased_Sample_19","Diseased_Sample_20","Diseased_Sample_21","Diseased_Sample_22","Diseased_Sample_23","Diseased_Sample_24","Diseased_Sample_25","Diseased_Sample_26","Diseased_Sample_27","Diseased_Sample_28","Diseased_Sample_29","Diseased_Sample_30","Diseased_Sample_31","Diseased_Sample_32","Diseased_Sample_33","Diseased_Sample_34","Diseased_Sample_35","Diseased_Sample_36","Diseased_Sample_37","Diseased_Sample_38","Diseased_Sample_39","Diseased_Sample_40","Diseased_Sample_41","Diseased_Sample_42","Diseased_Sample_43","Diseased_Sample_44","Diseased_Sample_45","Diseased_Sample_46","Diseased_Sample_47","Diseased_Sample_48","Diseased_Sample_49","Diseased_Sample_50"
"Gene_1",39.9863233368978,14.6152950159341,7.53645326887667,13.1950676904319,9.51158321849701,7.19018019601357,14.8828980760642,7.56443226935652,19.2162989097997,5.73176863966983,22.6626765845851,4.72367486758123,3.97869675105598,13.1577582678027,11.3039869620405,17.6357205103922,10.1580418355081,14.0792474248766,19.669101347527,22.5366014659929,7.46781517899365,4.73498319274707,55.2554797791842,5.76479112833049,10.0401166141928,12.0389918623114,22.8734336956084,9.88915632387821,5.70966497434665,11.6480562138344,28.3586702435511,3.21089306700225,19.4386051251964,8.73735855810552,2.98270348625913,12.1527972838038,13.368955412792,38.23529248126,61.4909392848881,49.3312272624648,6.14425416605045,12.2956802388281,8.54467125470714,25.9434459714453,11.7181355613878,6.78857279968972,15.0095038162799,10.7832989932074,10.7374781401736,28.9000639615779,13.5363885598504,18.5772123071873,24.103029603877,4.59991181227088,17.5240266375948,6.15108687064958,12.242297293147,11.9622444848124,9.40456169097236,29.4185831784487,5.69910239449953,3.94339009379347,8.7387581260865,21.251088044205,8.73195927047544,4.71324123502061,8.06539291383172,12.3382507907279,49.9011099947454,9.2966366124714,9.57947959990129,16.0869116350382,13.1257096602284,3.23930330142995,22.5603881988653,11.4637463458832,9.40610058099367,17.3485800925723,15.7324997710967,9.48587950686458,7.82981733684186,5.69527646529104,0.907700494167967,4.42627177264655,12.3478226348013,9.61018958962197,11.0459203261819,14.6221572739281,5.76010192605725,6.75440186016931,23.2489130565827,7.398362711029,9.84008878371102,21.2124802556187,5.15977215628713,18.1623233697733,12.622681028221,10.4126005540589,9.19507151456923,9.90536301716464
"Gene_2",22.5574269350402,10.6693400660202,13.2978699588798,10.8634488426696,4.735773128408,9.59703691079558,35.9843033093692,11.7358061198484,21.7423468088768,11.3654296462543,39.3567569218759,4.94559831362358,4.58018976961152,11.6155115827042,17.5779943703634,15.6943402342052,9.33493361065303,16.3337060288397,10.5298542506513,12.9608252207334,5.52128402355723,12.2681028732198,18.6805031908907,5.09677866880627,13.9708970051116,10.4329287327449,7.1147126828745,11.827442241448,11.7513368737274,33.1039709427521,10.5389123479463,8.04900896219062,15.0972913474852,12.6754752302536,5.93318910329799,18.9411447383416,21.7058709410461,15.9993777728309,123.181100152521,22.6944128547112,20.0886458649479,15.2785676664675,6.7225288769529,33.2929115159351,11.943111035012,9.73307825617786,29.2732652900419,6.71413350462925,5.96454052412694,15.6953231979323,12.1086293540575,14.0039778317846,8.88717818094226,3.28324685703682,11.8542117272965,8.51749761745797,9.97313862024368,15.5641595953517,9.27305434227069,15.3172676437588,21.5161016760574,3.11368135892125,16.5275888014936,25.98006535577,9.13180506060395,11.4951226987874,11.3449228459997,10.1140247933614,12.0033790815038,8.5062874967193,9.95553383109957,10.6772514131714,16.6292714990648,8.69850972173242,8.78472677303955,15.3040770605773,2.17216950959952,19.9528776823997,13.1973766551856,8.12301887581442,7.02474470677067,5.2766729405305,1.66226246846838,11.8861485960947,16.4972402733087,24.8824080665439,5.90518172228803,10.2637443197739,7.10675351890482,7.57571118818557,22.5656839581165,10.1561076082107,7.1277006039623,12.7929017731792,4.19103957738796,7.12981938851977,12.0064611413368,12.742790085064,8.55613715085671,25.7720378107017
"Gene_3",12.5437861997949,18.6014096856106,11.3039372821962,14.1702533477844,5.55211503406866,13.4835490472408,8.70598305926546,9.82986228172747,20.3899882281485,26.0698837216993,35.1446260208091,5.782545830502,5.28850109254893,10.3535217421612,19.1948301412128,11.8479018741657,17.0657804513348,31.7412447537107,18.1110619642391,30.9552596774707,7.18373383861499,10.8012469991836,16.3623931124271,6.26532933703585,10.2711972377447,18.8609709517201,6.43263247995256,7.30021330846834,24.1505235781714,10.5119618926423,8.00719548371365,14.1954598689329,15.1883702477411,8.48538073341544,6.02897780823707,20.2724529301308,32.2664827884082,15.64041290397,48.5683583792248,13.9639901160488,17.6018926440924,11.7863931651582,5.78742853753084,25.5492414858239,6.13856714454379,9.19771864632628,15.7719728816043,4.19004637011366,8.51937150054536,21.2507020653713,13.0345956899686,14.2093852970389,9.50101656265745,3.0343011680987,27.1971668965171,9.48628947512774,11.6269552400964,7.59871356378044,11.1771494874207,13.361946122271,20.6395174557768,6.46867816889787,36.3123712609416,22.0397089583067,24.2341456495799,12.4186428923596,22.2334413872797,12.2208071549313,10.7285585704912,18.6813446491754,13.5717020189218,15.4231731395746,17.6055944097953,2.54177392749278,20.6134637512338,20.4580555174278,8.84002841928392,13.1539245494446,6.37127794191835,12.5993217267968,3.89690371761103,2.48795755530189,2.56811419037183,5.24882244851828,9.03765281661936,10.3383903386937,6.67430826959778,18.4423833689046,10.1961453770956,8.74788867660241,19.6626735610783,6.87894117168128,12.9700876303388,16.1619777199725,8.95042878811762,15.1564334240302,12.3145690761833,10.908166940841,16.5461016365972,22.4559777938471
"Gene_4",14.6986022528803,14.0410511022637,12.8086477520986,27.6337076016471,9.38946370721486,9.38770618382303,18.5779099265817,14.4688906585459,18.3809279600041,7.85505793172212,31.9612443218018,4.68457776203102,4.24132645919226,21.1918011330888,15.9548046634549,10.3127907623217,11.7325367714089,16.7764859775017,7.22992593815412,32.8491760196188,5.12420002332531,7.88975855004597,19.6430748574426,8.83480758403969,6.59141140860122,11.040585515481,8.00750164294715,13.4272150839737,7.63610846491237,12.8399567263604,7.03271166115534,10.7995939844191,3.54139142036713,8.15152442093952,9.04952069137405,11.9059451508743,10.9699268741534,30.7643017816945,181.263225785618,50.0066896060008,18.5973289429189,7.09887734263074,4.47611041204353,26.4413792204458,5.65187992717667,9.05091220382262,15.9123280741507,6.47183429854743,9.88010512373105,17.3971312616743,13.7263133123924,13.5876964817671,22.6254270047948,4.43776974191087,10.5788067818723,4.90656018925895,6.33237986424059,14.1676417156255,10.2263311719041,20.8087837058339,14.8832765997007,4.27635201467286,38.660540427688,15.7690080559205,17.910812759243,13.3659833324151,7.00049303104768,17.1779481047916,8.78591776945809,8.93464246950708,14.4011841490718,24.3373889975407,9.0605456219064,3.06207608242424,19.517046375543,8.78990108706023,5.63851948999683,11.5159310870702,10.7219732494559,11.5436464980621,5.00396741027236,4.85945120827424,1.97612175872225,7.88483027440974,8.22366175880086,20.1765784917149,6.46614025949888,17.5585646193819,5.6641025543378,11.3486707952387,10.0451863201577,9.93663636084971,12.6480644264095,22.7976578067683,13.2492923154095,8.10275986277397,9.04945335365632,4.65669982133625,9.35249206941885,19.883627597958
"Gene_5",17.9669597892765,8.53973488256612,5.75902826238498,7.69521950268838,7.27858213981027,7.72186747882096,22.0229385030872,12.243798776552,22.7514510607701,17.3306288574284,46.9973541532787,11.932392329777,9.29383431717762,13.5085261238024,10.583507741287,20.9876162094731,13.9577697351315,51.3384078198571,6.45705653404671,21.3695067295501,5.47902662319169,6.16013103638351,22.9575671519591,10.7130157382729,8.63871786108018,7.45435965884089,11.9637189472112,11.0946713105867,5.46121017556607,24.6990383455622,9.79185052590202,7.89320332246913,9.84778687391997,10.8975103071356,7.84628170885881,25.2354474166105,18.155857354862,17.9332005780591,109.868659039202,21.0915073161152,17.8046692996603,14.1000079008218,14.871754208439,35.0738188069371,20.8768983815426,13.6561442117583,17.2739144824271,13.1279164942179,11.3011498940384,19.6616094339354,11.0832382332459,11.0451059185547,31.4201702162728,7.25022046215153,12.1652158939787,5.29446389087865,12.5976032789954,8.77565516336768,11.4903127345974,16.1919342841892,7.38739032434728,3.64277559935145,10.6904245923428,9.23960593396126,10.5800268372932,18.1280538795949,12.2804679850143,18.1911686765447,4.6468928810534,9.7239304586426,18.3230085964087,19.6435041539781,18.713756199554,2.14944635647716,18.0918250138625,14.9868683588301,4.94586399939319,19.616392222438,10.8409367774726,3.94841476887453,4.17043474636489,5.12599991807489,2.14567379009611,11.1473476870199,8.76849906400573,10.2267177232755,8.2803692273376,11.2688056727191,4.40405312828312,11.6847651882978,17.1477747006225,9.81409937794112,17.2684069491482,21.4700994482051,3.80522987981181,15.5283667425733,10.5582102836913,3.99402144986173,15.6419271770507,9.46517145183547
"Gene_6",14.6136294008555,16.1715015136958,6.56031675511396,14.6748890933855,7.85820687013307,7.52598325974375,6.46201376383563,12.8364587582145,17.7475130768888,7.70579997697841,23.9647897019006,6.11088666692365,11.2881174478294,20.6160676039964,8.31600716880897,14.0053593539379,11.7494139183029,6.3944313567203,14.3587582538782,13.5328561493246,6.46030160322069,6.88356063876201,49.9488521996889,14.0069959907423,6.51888490845315,7.24993145136198,20.4077003384266,9.30302593035922,24.0586103544057,19.9909374785614,4.81941728921665,10.6518098843141,13.6743132044317,4.59553431306096,7.65551011111185,10.2241426071772,15.0221755453873,33.2176009569109,63.8216527258976,25.4215561983817,2.95007778301328,7.11403297042192,8.7812673720216,32.2956036587946,19.6044941464368,13.6570998510576,16.6502483880984,7.39527036590893,6.30754272375072,25.3736371918123,13.1278725137858,14.0360340015405,11.157641684995,7.94710943941639,20.304888629164,11.7813445421339,7.54135254947376,7.21425978702386,8.26369953437523,18.4174273000152,4.74263547497135,5.44399171466964,21.8813115239737,14.7474974231732,7.97675813826752,14.5402911334041,11.5468727586615,15.2253420800715,9.9767662774478,9.29506040867194,14.2944443915592,27.4137827868572,15.6186203787536,2.56933938083228,17.9052515093281,21.7222068515078,8.20777808076216,13.937746772876,6.34071447305455,7.48298815043486,7.83244487553497,5.38136211722008,2.11337055064007,5.7209163598859,16.0712329082633,16.6615871490843,6.63793150574798,11.2253694221596,8.15828439261169,13.2505626640606,7.22260255366401,8.79139533370429,10.5400995424492,11.5068813489589,14.9843850180185,5.23530360547574,13.1030154552541,7.93994130106603,14.8560264441393,7.50206438745892
"Gene_7",47.0807903777374,7.43305645455443,8.2151901307581,25.7543702709583,12.8024243264861,10.4375523413736,19.2806370324806,7.80162239219944,18.7979731683481,13.3823459876586,21.841325059277,7.75398347466287,5.69155770000666,19.492598907602,10.1874334865825,12.8586160154706,8.20341566153633,9.28976350385751,9.71162270574925,19.7577477003459,5.90003868109087,9.31827293978448,16.5360276196766,10.5427605439819,18.1295188253296,18.6959501708524,13.2156690937661,3.76803019735933,13.0761065823076,13.8495390591785,4.5086515387854,26.6536507590142,18.2291556771868,10.0479783924347,5.79560082230177,10.1653355859731,22.7753732482877,34.1281894705403,44.4625799302951,21.7080383407769,13.7658397214844,13.0695073123262,10.9124396602013,61.7002560680843,6.19082305621861,17.4156160695777,14.5335036335806,4.8783581874885,8.88353443887265,25.5770820881652,11.1303329463712,9.32238017635431,21.4069569666993,4.76885518593954,16.9133605010324,6.02308704861824,5.73367781569375,6.01639597149692,20.8273056576944,12.2176773259753,15.9595915243102,5.29840160257983,16.3782486081557,40.8849996815794,15.4064843596984,12.5975389001046,15.4126946347726,22.1086853935522,6.82629131016129,10.9868973932325,7.42337376897502,8.89701446761905,14.3493135863857,3.23892385928618,13.4880218136233,33.153615469001,8.4847725497153,15.2466022867881,6.957448976312,3.69170652473891,4.43370812653165,4.51674177387278,1.31433395878178,6.99819487402855,7.3658172930555,15.3153976540813,4.93542432474179,24.1657546743268,7.52566802127276,4.42702411410797,16.3201126506454,8.1646127546188,24.8093248601436,33.8179383193035,4.3935854784578,7.36077411939653,7.28740314176122,7.96735435616111,21.6040067033847,14.4703109217929
"Gene_8",18.9253741083815,6.28946867914151,5.64597945170754,9.9779220914723,10.8437494095585,6.31438669207089,21.6534230438761,12.0549739886407,13.8172169855294,14.0987267816792,23.1224866284242,10.0518681599585,5.58701547321794,9.57851974732824,9.12238509261528,30.3201758999578,4.64427627236375,9.08100886917121,10.9877616148785,12.9182025234725,3.12997725039062,15.8623967295623,9.42044433247367,13.3859357823947,6.14175245539562,11.1619534267743,15.8969403209892,8.34110261290411,12.298643942781,22.5987840428315,4.38682458590073,13.499167044941,12.718082493445,14.6969832263284,9.94407165927858,30.4896632901421,11.1507977076296,21.6415527381542,89.4871680608106,24.5385100724972,12.0863543911677,14.3120208315637,4.64507550504779,19.8480490726817,13.6064486769625,15.0944267163984,23.0731468590466,10.4640336969886,16.0044182217821,38.6877832111777,19.3087551620912,16.2548515242145,11.5779913110456,5.8513793347592,22.0969814039032,8.90666275685884,10.2856317147266,5.17972660289902,18.8541971257737,26.7752448388788,12.2221214649404,4.22020752988993,50.2371510732034,8.17938373033534,9.24460098808628,10.2939226371436,18.48687255358,11.2597819679886,18.0159949943121,12.8484619586931,10.9132221519416,13.9364888726798,19.2015721300896,1.41102589457698,9.68520421330285,16.9470615472162,10.5719304405593,22.1150991800955,9.35807187005039,14.249117992592,11.0982563047491,6.52333544681854,1.18163465278452,12.231157753952,6.87572749142729,11.1825250518329,15.4878898387497,14.9372551066873,7.97768854958073,13.4049638466646,7.58520760836337,9.74020452510847,10.8319177982812,28.0212423684446,6.36861887266643,15.6944957957021,14.5645208153278,6.31191811638219,17.6420122946559,14.5090534941325
"Gene_9",18.3255641986982,13.0236575541442,35.8622766396108,20.5405732024816,11.2252348742747,14.4150351417177,8.82553064548964,9.30411075752784,15.5864155838352,17.32928953923,44.890472040093,4.83559651894791,6.65842983108375,11.6390726319093,20.4839474775486,19.7800550841425,16.5965134329551,9.22118457400526,4.66487152962588,39.7027854877467,6.3851726660772,8.47385613803956,15.652821775143,20.3373755860021,4.98601338660934,13.772315087241,17.9073670159759,6.85512292877241,10.697522210988,12.7367947234551,6.40515523390024,7.87807650002068,11.835752692457,2.39203069164766,10.249292036637,39.7347225725079,26.8401123425664,16.4086929528304,52.2544671854645,30.7332982282722,10.5171077968136,8.62876646664254,16.4831541313424,19.2743586755178,8.71409093092176,10.7532283932271,24.3225393356788,14.1928920112007,4.6185215885291,19.0781419220545,13.5023295714054,12.6504727367655,11.0078797037657,4.03904680460079,24.4136097054562,6.1006402922839,6.66061293510233,11.9372424964006,7.95759475845125,17.763444216322,13.6925032151919,2.9900725599801,15.1440337007599,8.14081869403419,8.1734649305923,6.81304156660062,8.47222295111114,24.2883572412885,17.1822836759188,15.785766560366,12.497861307062,20.4323214368673,31.5280072555789,4.11316169031985,8.65304024312168,17.3064655940472,4.01720073546334,35.9459977254467,9.07659448865583,5.01265364491714,4.41817904863781,10.3297341597719,1.25638208849519,5.56739302762818,6.48211535574483,26.3198182369788,8.39359224884949,12.4440668097538,7.00568926558015,12.0649168222198,8.24776239938709,6.72329821192549,8.6524950616545,18.9683505075936,3.92240677354427,31.1697928564415,18.0306147610938,7.88915159323662,14.067464585497,30.0346565606297
"Gene_10",13.1397842617137,8.22954553847475,4.95348976770482,13.6705620283868,10.3511018231562,8.22641406177358,11.3938331366608,15.6062009042094,26.4939072952348,10.2532759749416,12.5005932540056,10.7033903834283,4.83408498184872,16.1507022584823,21.617380096561,21.4929327977214,9.13438305082621,15.8769506977351,11.8749818731433,25.8074316097069,2.34374455488178,10.5841793863369,18.1132101694951,9.43796933222903,5.74763114183524,14.896748854225,11.5332775974924,9.22627285983898,14.4883616017417,12.7800160030955,11.3789171408401,12.505983675985,11.3984467812462,9.78780109436576,13.9892121455091,6.5407888032289,12.1173567718232,27.1590852149879,53.7856302596598,10.8402480425477,18.8446293567826,10.3580696339843,8.03363757238257,31.9646463444655,6.73673203577673,7.12056223380871,27.388360344338,5.08812420108732,4.71666609360576,15.0778856648163,13.8334484908542,9.9821344293246,8.61703222956416,4.11925990792371,27.31902230271,17.2527799689902,15.13250624697,6.4522889012229,6.8121496570687,13.2813397190404,9.35711838976781,7.39121867733879,19.0882399824729,12.475330632105,17.0846752415011,10.1198100362257,13.0882503800556,14.7373906032436,21.0818560859738,15.3500927730485,15.0456115919766,17.7086228828489,14.6169679338133,3.206075043294,12.3204246626669,22.7151984301503,10.71946982459,18.172231848816,7.51558592864633,6.09677021291804,5.08775008473227,4.37285400340473,1.79981675387078,9.77582556921132,9.41111684158195,17.2330524517638,8.78667315723594,14.8033671798256,6.88130697316043,19.6930969576612,5.70551648380571,14.7613317760088,15.6733154741807,11.3618131306057,9.78055496300531,8.62822072824288,34.7481122931248,7.16196785852926,6.52222509531389,14.2899788648956
