"","Healthy_Sample_1","Healthy_Sample_2","Healthy_Sample_3","Healthy_Sample_4","Healthy_Sample_5","Healthy_Sample_6","Healthy_Sample_7","Healthy_Sample_8","Healthy_Sample_9","Healthy_Sample_10","Healthy_Sample_11","Healthy_Sample_12","Healthy_Sample_13","Healthy_Sample_14","Healthy_Sample_15","Healthy_Sample_16","Healthy_Sample_17","Healthy_Sample_18","Healthy_Sample_19","Healthy_Sample_20","Healthy_Sample_21","Healthy_Sample_22","Healthy_Sample_23","Healthy_Sample_24","Healthy_Sample_25","Healthy_Sample_26","Healthy_Sample_27","Healthy_Sample_28","Healthy_Sample_29","Healthy_Sample_30","Healthy_Sample_31","Healthy_Sample_32","Healthy_Sample_33","Healthy_Sample_34","Healthy_Sample_35","Healthy_Sample_36","Healthy_Sample_37","Healthy_Sample_38","Healthy_Sample_39","Healthy_Sample_40","Healthy_Sample_41","Healthy_Sample_42","Healthy_Sample_43","Healthy_Sample_44","Healthy_Sample_45","Healthy_Sample_46","Healthy_Sample_47","Healthy_Sample_48","Healthy_Sample_49","Healthy_Sample_50","Diseased_Sample_1","Diseased_Sample_2","Diseased_Sample_3","Diseased_Sample_4","Diseased_Sample_5","Diseased_Sample_6","Diseased_Sample_7","Diseased_Sample_8","Diseased_Sample_9","Diseased_Sample_10","Diseased_Sample_11","Diseased_Sample_12","Diseased_Sample_13","Diseased_Sample_14","Diseased_Sample_15","Diseased_Sample_16","Diseased_Sample_17","Diseased_Sample_18","Diseased_Sample_19","Diseased_Sample_20","Diseased_Sample_21","Diseased_Sample_22","Diseased_Sample_23","Diseased_Sample_24","Diseased_Sample_25","Diseased_Sample_26","Diseased_Sample_27","Diseased_Sample_28","Diseased_Sample_29","Diseased_Sample_30","Diseased_Sample_31","Diseased_Sample_32","Diseased_Sample_33","Diseased_Sample_34","Diseased_Sample_35","Diseased_Sample_36","Diseased_Sample_37","Diseased_Sample_38","Diseased_Sample_39","Diseased_Sample_40","Diseased_Sample_41","Diseased_Sample_42","Diseased_Sample_43","Diseased_Sample_44","Diseased_Sample_45","Diseased_Sample_46","Diseased_Sample_47","Diseased_Sample_48","Diseased_Sample_49","Diseased_Sample_50"
"Gene_1",88.9911991661995,32.5269372399533,16.7726852055559,29.3661631992848,21.1684177475272,16.0020403094642,33.1224988028626,16.8349536162621,42.7666597179043,12.7562857002348,50.4367142881819,10.5127317506933,8.85475246153509,29.283129552205,25.1574856391664,39.2490177993319,22.6071378582621,31.3339413864351,43.7743900755876,50.1561289516904,16.6199283272677,10.5378988911825,122.973331772062,12.8297786003098,22.3446904517233,26.7932691273617,50.9057628647352,22.0087221470511,12.7070930883884,25.9232258412696,63.1133813046445,7.14597393762621,43.261411298928,19.4453490779778,6.63812868622687,27.0465477507775,29.7531574423595,85.0942083299243,136.850602109964,109.788665325379,13.6742891216056,27.364539615168,19.0165155978638,57.7382008355844,26.0791902974915,15.1082466117602,33.4042650594948,23.9986732535547,23.8966970697495,64.3182751825417,13.5363885598504,18.5772123071873,24.103029603877,4.59991181227088,17.5240266375948,6.15108687064958,12.242297293147,11.9622444848124,9.40456169097236,29.4185831784487,5.69910239449953,3.94339009379347,8.7387581260865,21.251088044205,8.73195927047544,4.71324123502061,8.06539291383172,12.3382507907279,49.9011099947454,9.2966366124714,9.57947959990129,16.0869116350382,13.1257096602284,3.23930330142995,22.5603881988653,11.4637463458832,9.40610058099367,17.3485800925723,15.7324997710967,9.48587950686458,7.82981733684186,5.69527646529104,0.907700494167967,4.42627177264655,12.3478226348013,9.61018958962197,11.0459203261819,14.6221572739281,5.76010192605725,6.75440186016931,23.2489130565827,7.398362711029,9.84008878371102,21.2124802556187,5.15977215628713,18.1623233697733,12.622681028221,10.4126005540589,9.19507151456923,9.90536301716464
"Gene_2",50.2024768854104,23.7450529969324,29.5949538552575,24.1770500239453,10.5396569253268,21.3585984372285,80.084539798288,26.118516848575,48.3884827046329,25.2942288476407,87.5900733423641,11.0066314628526,10.1933997925329,25.8507964326866,39.120545912054,34.9283965369098,20.7752768152683,36.3513312811469,23.4346216058848,28.8448469957796,12.2878435722582,27.3031650593067,41.5742244161614,11.3430895308957,31.0928030926286,23.2189098987687,15.8340842702017,26.3224567877232,26.1530811769831,73.67424222872,23.4547807721491,17.9133988791579,33.5996398032035,28.209788913022,13.2045551858752,42.1542928476789,48.3073041678733,35.6072700638477,274.144580006166,50.5073446562654,44.7081035704326,34.003077670465,14.9612631586312,74.0947372073918,26.5798824219491,21.6613640193439,65.1488500136062,14.942578913915,13.2743290560964,34.9305841629156,12.1086293540575,14.0039778317846,8.88717818094226,3.28324685703682,11.8542117272965,8.51749761745797,9.97313862024368,15.5641595953517,9.27305434227069,15.3172676437588,21.5161016760574,3.11368135892125,16.5275888014936,25.98006535577,9.13180506060395,11.4951226987874,11.3449228459997,10.1140247933614,12.0033790815038,8.5062874967193,9.95553383109957,10.6772514131714,16.6292714990648,8.69850972173242,8.78472677303955,15.3040770605773,2.17216950959952,19.9528776823997,13.1973766551856,8.12301887581442,7.02474470677067,5.2766729405305,1.66226246846838,11.8861485960947,16.4972402733087,24.8824080665439,5.90518172228803,10.2637443197739,7.10675351890482,7.57571118818557,22.5656839581165,10.1561076082107,7.1277006039623,12.7929017731792,4.19103957738796,7.12981938851977,12.0064611413368,12.742790085064,8.55613715085671,25.7720378107017
"Gene_3",27.9167095859026,41.3981985829826,25.1573750746395,31.5364787926016,12.3564592480182,30.0081902659701,19.3755216211573,21.8767608294288,45.3787533332242,58.0195932236814,78.2158036258721,12.8692924166657,11.7697756318448,23.0421863912163,42.7188800947299,26.3679905377184,37.9805928711122,70.64143932068,40.3069096598773,68.8921973643237,15.987693677234,24.0386172754395,36.4151755597897,13.9437468700579,22.8589698372195,41.9758628041606,14.3160868620844,16.2469235047217,53.7479786677427,23.3948014308286,17.8203412714448,31.5925769370824,33.8023396234451,18.8845621160575,13.4177368692044,45.1171737169432,71.8103780641001,34.8083790563069,108.090869402655,31.0774315283308,39.1737324983581,26.2311003883635,12.8801590810002,56.8608826186387,13.6616324224813,20.4698992961575,35.1011711710837,9.32511968896925,18.960209959496,47.2943072056832,13.0345956899686,14.2093852970389,9.50101656265745,3.0343011680987,27.1971668965171,9.48628947512774,11.6269552400964,7.59871356378044,11.1771494874207,13.361946122271,20.6395174557768,6.46867816889787,36.3123712609416,22.0397089583067,24.2341456495799,12.4186428923596,22.2334413872797,12.2208071549313,10.7285585704912,18.6813446491754,13.5717020189218,15.4231731395746,17.6055944097953,2.54177392749278,20.6134637512338,20.4580555174278,8.84002841928392,13.1539245494446,6.37127794191835,12.5993217267968,3.89690371761103,2.48795755530189,2.56811419037183,5.24882244851828,9.03765281661936,10.3383903386937,6.67430826959778,18.4423833689046,10.1961453770956,8.74788867660241,19.6626735610783,6.87894117168128,12.9700876303388,16.1619777199725,8.95042878811762,15.1564334240302,12.3145690761833,10.908166940841,16.5461016365972,22.4559777938471
"Gene_4",32.7123409054166,31.2489339071421,28.5061698109385,61.4999472734589,20.8966357770013,20.89272433676,41.3458989074541,32.2011083504761,40.9075074786608,17.481752922727,71.1310573637173,10.4257195421057,9.43924562603041,47.1632207701621,35.5080707846213,22.951537928526,26.1112407798133,37.33675617921,16.0904960853313,73.1071856989149,11.4041168776925,17.5589805690507,43.7164670566799,19.662225873636,14.6694558663742,24.5712749392241,17.8210226413496,29.8828167250549,16.9944719230703,28.5758492145872,15.6515876401875,24.0349384234257,7.88151154983911,18.1415512284068,20.1400786818924,26.4971682256572,24.4140212409978,68.4672127516548,403.408727816465,111.291934416574,41.3891167231036,15.7988420723726,9.96176692245416,58.8463716608923,12.5784901008567,20.1431755497992,35.413537396622,14.4033321138386,21.9885783306716,38.7180276612119,13.7263133123924,13.5876964817671,22.6254270047948,4.43776974191087,10.5788067818723,4.90656018925895,6.33237986424059,14.1676417156255,10.2263311719041,20.8087837058339,14.8832765997007,4.27635201467286,38.660540427688,15.7690080559205,17.910812759243,13.3659833324151,7.00049303104768,17.1779481047916,8.78591776945809,8.93464246950708,14.4011841490718,24.3373889975407,9.0605456219064,3.06207608242424,19.517046375543,8.78990108706023,5.63851948999683,11.5159310870702,10.7219732494559,11.5436464980621,5.00396741027236,4.85945120827424,1.97612175872225,7.88483027440974,8.22366175880086,20.1765784917149,6.46614025949888,17.5585646193819,5.6641025543378,11.3486707952387,10.0451863201577,9.93663636084971,12.6480644264095,22.7976578067683,13.2492923154095,8.10275986277397,9.04945335365632,4.65669982133625,9.35249206941885,19.883627597958
"Gene_5",39.9862043716133,19.0055294996257,12.8169531062826,17.1260259569664,16.198782453542,17.185332118511,49.0129510042931,27.2490752974424,50.6342855183372,38.5700238387195,104.594535198977,26.5560275047482,20.6838086555066,30.063777772132,23.554029645251,46.7087988656743,31.0635878160086,114.25572780673,14.3704435941107,47.558711848309,12.193797998213,13.7096237463482,51.0930053152992,23.8422549931102,19.2258201695328,16.5899825164535,26.6257461739992,24.6916450898819,12.1541467648218,54.9687207324536,21.7921641110754,17.5666470510678,21.9166527429798,24.2528552071988,17.4622210795471,56.1625210744861,40.4066036351163,39.9110718653353,244.517197450328,46.9400127756127,39.6250202446673,31.3801446753461,33.097697669361,78.0582192733674,46.4623918081012,30.3923078686636,38.4438036759202,29.2167154637133,25.1511716282108,43.7577165152568,11.0832382332459,11.0451059185547,31.4201702162728,7.25022046215153,12.1652158939787,5.29446389087865,12.5976032789954,8.77565516336768,11.4903127345974,16.1919342841892,7.38739032434728,3.64277559935145,10.6904245923428,9.23960593396126,10.5800268372932,18.1280538795949,12.2804679850143,18.1911686765447,4.6468928810534,9.7239304586426,18.3230085964087,19.6435041539781,18.713756199554,2.14944635647716,18.0918250138625,14.9868683588301,4.94586399939319,19.616392222438,10.8409367774726,3.94841476887453,4.17043474636489,5.12599991807489,2.14567379009611,11.1473476870199,8.76849906400573,10.2267177232755,8.2803692273376,11.2688056727191,4.40405312828312,11.6847651882978,17.1477747006225,9.81409937794112,17.2684069491482,21.4700994482051,3.80522987981181,15.5283667425733,10.5582102836913,3.99402144986173,15.6419271770507,9.46517145183547
"Gene_6",32.5232303454248,35.990338493908,14.600253442381,32.6595662984172,17.4887610140418,16.7493837717089,14.3814761118979,28.5680643433119,39.4978167315714,17.1495732355418,53.3346203242946,13.6000283866175,25.1221673857743,45.8819022372617,18.5076143158211,31.1695004604337,26.1488015609822,14.2310686988166,31.956004176335,30.1179252397228,14.3776656283732,15.3196459353246,111.163214901629,31.1731428626269,14.5080451718944,16.1350191737709,45.4181723595781,20.7042649668412,53.5434220263826,44.4906495574723,10.7258104286359,23.7060388600617,30.4327437054878,10.2275497020087,17.0376510807673,22.7542478310165,33.432466511258,73.9271304759356,142.037700265518,56.5767137854698,6.56551884833237,15.8325715423188,19.5430699404696,71.8751877530184,43.6306041052861,30.3944346830372,37.0558092572788,16.4584768765978,14.0376944899221,56.4700680750969,13.1278725137858,14.0360340015405,11.157641684995,7.94710943941639,20.304888629164,11.7813445421339,7.54135254947376,7.21425978702386,8.26369953437523,18.4174273000152,4.74263547497135,5.44399171466964,21.8813115239737,14.7474974231732,7.97675813826752,14.5402911334041,11.5468727586615,15.2253420800715,9.9767662774478,9.29506040867194,14.2944443915592,27.4137827868572,15.6186203787536,2.56933938083228,17.9052515093281,21.7222068515078,8.20777808076216,13.937746772876,6.34071447305455,7.48298815043486,7.83244487553497,5.38136211722008,2.11337055064007,5.7209163598859,16.0712329082633,16.6615871490843,6.63793150574798,11.2253694221596,8.15828439261169,13.2505626640606,7.22260255366401,8.79139533370429,10.5400995424492,11.5068813489589,14.9843850180185,5.23530360547574,13.1030154552541,7.93994130106603,14.8560264441393,7.50206438745892
"Gene_7",104.780225931429,16.542571363406,18.2832418713495,57.3174051255673,28.4923193225223,23.2291999290093,42.9098468431931,17.3628299424832,41.835658658862,29.7829587147811,48.608762851929,17.2568075817164,12.6667946082413,43.3815766715559,22.6725501806842,28.6173762261985,18.2570373081852,20.6747488938505,21.6136138137217,43.9716761619477,13.1307775644565,20.7381978103542,36.8016062622721,23.4633450899272,40.3479861596456,41.6086023022877,29.4120124655895,8.38590542401874,29.1014103842553,30.8227160169568,10.0341885318774,59.3187906579305,40.5697320514401,22.3621871609713,12.8983468352372,22.6233703984441,50.6875253257567,75.953682482033,98.9532914212396,48.3121278046827,30.6364397152309,29.0867234388135,24.2860810934825,137.316445177987,13.7779300926693,38.7591663577563,32.3449071709276,10.856985810102,19.7706694833835,56.9228430186231,11.1303329463712,9.32238017635431,21.4069569666993,4.76885518593954,16.9133605010324,6.02308704861824,5.73367781569375,6.01639597149692,20.8273056576944,12.2176773259753,15.9595915243102,5.29840160257983,16.3782486081557,40.8849996815794,15.4064843596984,12.5975389001046,15.4126946347726,22.1086853935522,6.82629131016129,10.9868973932325,7.42337376897502,8.89701446761905,14.3493135863857,3.23892385928618,13.4880218136233,33.153615469001,8.4847725497153,15.2466022867881,6.957448976312,3.69170652473891,4.43370812653165,4.51674177387278,1.31433395878178,6.99819487402855,7.3658172930555,15.3153976540813,4.93542432474179,24.1657546743268,7.52566802127276,4.42702411410797,16.3201126506454,8.1646127546188,24.8093248601436,33.8179383193035,4.3935854784578,7.36077411939653,7.28740314176122,7.96735435616111,21.6040067033847,14.4703109217929
"Gene_8",42.1191946652347,13.9974699639009,12.5653583512026,22.2062739958808,24.1332081292884,14.0529260215319,48.1905792261081,26.8288380036321,30.750781919157,31.37729349226,51.4600403600778,22.3708439977978,12.4341316037672,21.3173877320523,20.3022413890849,67.478792424447,10.336026927372,20.2101569103436,24.4537131864305,28.7499884385427,6.96589247599464,35.3024131456259,20.965584426505,29.7909479498913,13.6687214621521,24.8413841932129,35.3792913221636,18.5634652537736,27.3711354596152,50.294518821484,9.76305766203909,30.0429487590729,28.3046131211053,32.7087376955611,22.1309384735865,67.8559935481655,24.8165566836696,48.1641613748904,199.157355094218,54.6114584905671,26.8986763738083,31.8519881300819,10.3378056524217,44.1726455619801,30.2817084220122,33.5932644494749,51.3502326839255,23.2881352697724,35.6184877892868,86.1012449691197,19.3087551620912,16.2548515242145,11.5779913110456,5.8513793347592,22.0969814039032,8.90666275685884,10.2856317147266,5.17972660289902,18.8541971257737,26.7752448388788,12.2221214649404,4.22020752988993,50.2371510732034,8.17938373033534,9.24460098808628,10.2939226371436,18.48687255358,11.2597819679886,18.0159949943121,12.8484619586931,10.9132221519416,13.9364888726798,19.2015721300896,1.41102589457698,9.68520421330285,16.9470615472162,10.5719304405593,22.1150991800955,9.35807187005039,14.249117992592,11.0982563047491,6.52333544681854,1.18163465278452,12.231157753952,6.87572749142729,11.1825250518329,15.4878898387497,14.9372551066873,7.97768854958073,13.4049638466646,7.58520760836337,9.74020452510847,10.8319177982812,28.0212423684446,6.36861887266643,15.6944957957021,14.5645208153278,6.31191811638219,17.6420122946559,14.5090534941325
"Gene_9",40.7842931619192,28.9846829254179,79.8129644503732,45.7138863568183,24.9822196446393,32.0812506935499,19.6415796672017,20.7066792941053,34.688205810318,38.5670431312527,99.9055828245738,10.7618179665943,14.8186081085721,25.9032325120107,45.5878634883744,44.0213221575948,36.9362199153167,20.5221236786321,10.3818625153417,88.3601740781371,14.2104631038462,18.8589136573642,34.8359955069788,45.2616617447711,11.0965768619104,30.6508509067491,39.8535782155903,15.2563566478301,23.807773514011,28.3462579548563,14.2549351263927,17.5329816885907,26.340952036578,5.323562206472,22.8102189156075,88.4312513674098,59.7337685437173,36.51821774959,116.294455417818,68.3982130745847,23.4062538511758,19.2036729339163,36.6839341499523,42.8958741028086,19.3935660213714,23.9317499025542,54.1308067764211,31.586862064601,10.2787088243976,42.4591856871202,13.5023295714054,12.6504727367655,11.0078797037657,4.03904680460079,24.4136097054562,6.1006402922839,6.66061293510233,11.9372424964006,7.95759475845125,17.763444216322,13.6925032151919,2.9900725599801,15.1440337007599,8.14081869403419,8.1734649305923,6.81304156660062,8.47222295111114,24.2883572412885,17.1822836759188,15.785766560366,12.497861307062,20.4323214368673,31.5280072555789,4.11316169031985,8.65304024312168,17.3064655940472,4.01720073546334,35.9459977254467,9.07659448865583,5.01265364491714,4.41817904863781,10.3297341597719,1.25638208849519,5.56739302762818,6.48211535574483,26.3198182369788,8.39359224884949,12.4440668097538,7.00568926558015,12.0649168222198,8.24776239938709,6.72329821192549,8.6524950616545,18.9683505075936,3.92240677354427,31.1697928564415,18.0306147610938,7.88915159323662,14.067464585497,30.0346565606297
"Gene_10",29.243127666005,18.3151904187681,11.0241942168957,30.4243953096698,23.0368007624272,18.3082211892031,25.3574419780524,34.7322388505943,58.9632750412302,22.819085333361,27.8205819172263,23.8208333719523,10.7584539789151,35.944048900148,48.110364171675,47.833401614667,20.3289433361416,35.3348035974666,26.4282581837865,57.4354953066729,5.21609943282077,23.555524418799,40.3116905785974,21.0045870307324,12.7915883480322,33.1533242765509,25.6677813328846,20.5334478670109,32.2444417314748,28.4424486816777,25.3242458188642,27.8325785219634,25.3677098329065,21.7831519354544,31.1335641871943,14.5567931862112,26.9676734408378,60.4436557263702,119.702121507636,24.1254156937003,41.9394939157902,23.0523079106069,17.8791892220123,71.1386287043952,14.9928728699075,15.847102685219,60.9539169106242,11.3238286587729,10.4971334373523,33.5564516621786,13.8334484908542,9.9821344293246,8.61703222956416,4.11925990792371,27.31902230271,17.2527799689902,15.13250624697,6.4522889012229,6.8121496570687,13.2813397190404,9.35711838976781,7.39121867733879,19.0882399824729,12.475330632105,17.0846752415011,10.1198100362257,13.0882503800556,14.7373906032436,21.0818560859738,15.3500927730485,15.0456115919766,17.7086228828489,14.6169679338133,3.206075043294,12.3204246626669,22.7151984301503,10.71946982459,18.172231848816,7.51558592864633,6.09677021291804,5.08775008473227,4.37285400340473,1.79981675387078,9.77582556921132,9.41111684158195,17.2330524517638,8.78667315723594,14.8033671798256,6.88130697316043,19.6930969576612,5.70551648380571,14.7613317760088,15.6733154741807,11.3618131306057,9.78055496300531,8.62822072824288,34.7481122931248,7.16196785852926,6.52222509531389,14.2899788648956
