Genes	Diseased_Sample_1	Diseased_Sample_2	Diseased_Sample_3	Diseased_Sample_4	Diseased_Sample_5	Diseased_Sample_6	Diseased_Sample_7	Diseased_Sample_8	Diseased_Sample_9	Diseased_Sample_10	Diseased_Sample_11	Diseased_Sample_12	Diseased_Sample_13	Diseased_Sample_14	Diseased_Sample_15	Diseased_Sample_16	Diseased_Sample_17	Diseased_Sample_18	Diseased_Sample_19	Diseased_Sample_20	Diseased_Sample_21	Diseased_Sample_22	Diseased_Sample_23	Diseased_Sample_24	Diseased_Sample_25	Diseased_Sample_26	Diseased_Sample_27	Diseased_Sample_28	Diseased_Sample_29	Diseased_Sample_30	Diseased_Sample_31	Diseased_Sample_32	Diseased_Sample_33	Diseased_Sample_34	Diseased_Sample_35	Diseased_Sample_36	Diseased_Sample_37	Diseased_Sample_38	Diseased_Sample_39	Diseased_Sample_40	Diseased_Sample_41	Diseased_Sample_42	Diseased_Sample_43	Diseased_Sample_44	Diseased_Sample_45	Diseased_Sample_46	Diseased_Sample_47	Diseased_Sample_48	Diseased_Sample_49	Diseased_Sample_50
Gene_1	14.7348000028457	15.7459250832863	19.4152918921905	6.94916896261285	11.7816245008157	5.35223634150832	17.5987549697503	13.2618982297514	11.0480310045885	23.1507393001381	5.27481334257231	4.1156361532907	7.42848657571033	22.2403840073675	13.7161758338053	4.59828333586494	6.06949784752091	12.6295802785727	39.6699644855061	12.4309613473671	8.12082438650179	17.7211442989921	11.7816245008157	4.77079820481653	20.9808767648424	13.1609100073585	10.9616996180137	19.5248980122374	17.1389841675355	13.9779605813156	8.89448082644924	5.60414995130791	2.89831533374799	5.53409873247811	14.6301876096749	9.03788224894577	11.2243765735055	14.9200862661164	4.59828333586494	4.59828333586494	21.9031197531889	6.06949784752091	11.3080935408944	21.9031197531889	6.87418119439625	17.2562965803303	13.8931181359721	13.0812217883777	7.57348240672101	8.81543754556767
Gene_2	11.985674260235	10.6410113852422	6.47456517715581	5.11409344008635	8.43572588372242	8.27755358804546	13.4482541512281	16.7205020203962	10.9616996180137	15.547575710196	22.7150906939904	3.13910224208172	16.7205020203962	27.205062861134	14.238590484282	15.8409405262132	9.12801853178249	9.12801853178249	10.3574581410377	11.2243765735055	8.58669605005388	10.1974785935761	14.5351213240257	9.12801853178249	9.78878445610002	18.3692821219766	3.3300932591015	24.0442888635237	14.8213010675142	10.7919954932055	8.04019607972946	5.44873829071181	5.03857859606835	10.1974785935761	21.9031197531889	24.8684991437945	4.68083761839828	9.78878445610002	6.40752606149359	5.11409344008635	21.2496788768274	9.49899485687041	8.43572588372242	11.985674260235	4.59828333586494	5.53409873247811	13.3629927795396	14.6301876096749	7.17641903924815	22.9970604642188
Gene_3	13.7161758338053	11.2243765735055	6.87418119439625	4.50432595083106	16.7205020203962	9.49899485687041	16.4302806668997	9.19951211242685	13.5339805315679	14.0624664039651	21.9031197531889	6.40752606149359	40.7628210651578	22.861279377073	25.0416810332976	17.5987549697503	17.1389841675355	12.2518427568575	9.49899485687041	24.6873190308666	13.5339805315679	16.9196828398171	15.6434733415215	3.64928129014122	19.9075978306534	26.4111936868499	10.556287404865	13.2618982297514	6.7306528590773	18.4977185904863	2.5589405583353	2.89831533374799	5.75215956376681	6.22639171439137	9.64019908381624	10.2759452165587	5.27481334257231	22.2403840073675	9.72099062071484	5.67500087237915	18.3692821219766	5.60414995130791	15.2138996044701	16.6223952925975	11.1305820581802	13.8931181359721	13.5339805315679	13.3629927795396	12.2518427568575	19.5248980122374
Gene_4	15.2138996044701	10.1049896937369	18.2381856555531	6.65158555622801	7.87341495098451	3.64928129014122	6.40752606149359	15.2138996044701	12.3386226184309	18.7332305103478	14.7348000028457	4.32351850802672	62.9485818877353	15.322167457989	21.4214106622072	18.4977185904863	4.85210907165226	18.6103596096042	7.17641903924815	11.4599593757719	15.0328509224266	29.4934840015776	8.12082438650179	4.32351850802672	18.6103596096042	10.556287404865	6.80238117831793	10.9616996180137	12.6295802785727	17.2562965803303	4.9401919260115	5.11409344008635	5.44873829071181	7.42848657571033	8.73977303863507	19.5248980122374	5.03857859606835	19.6711189233516	4.50432595083106	9.41491740142021	11.0480310045885	9.41491740142021	15.0328509224266	24.8684991437945	14.238590484282	6.65158555622801	10.0166948511539	7.94622556131883	7.65711117465553	17.021511391073
Gene_5	10.4323127523519	8.04019607972946	25.4169748100439	8.73977303863507	8.73977303863507	4.22963372808213	18.2381856555531	9.9424427594149	14.1497806325212	15.9733529831654	6.80238117831793	3.78578261264837	9.8637641875937	8.19337813614795	15.6434733415215	22.861279377073	9.57381928699868	19.7820170532126	3.89740168684882	12.8006705920697	21.7473670914607	22.3818731907291	17.021511391073	3.13910224208172	17.3590269000621	17.497489745083	5.67500087237915	23.4820471925886	12.7036134161858	5.03857859606835	3.13910224208172	5.27481334257231	5.67500087237915	9.64019908381624	9.33686566418524	10.1049896937369	7.10125629977432	11.0480310045885	3.47742547552932	9.9424427594149	16.0891491291114	9.12801853178249	22.7150906939904	22.7150906939904	3.78578261264837	14.238590484282	11.554604000265	7.01389415308701	11.4599593757719	8.35564326071418
Gene_6	13.8931181359721	10.880392555911	8.81543754556767	9.41491740142021	12.8006705920697	12.8006705920697	8.35564326071418	8.73977303863507	9.78878445610002	17.497489745083	4.41277371996812	5.35223634150832	22.7150906939904	14.3391848787193	12.4309613473671	20.0736890447287	9.19951211242685	16.4302806668997	8.73977303863507	12.3386226184309	14.8213010675142	34.1792835759368	13.9779605813156	3.78578261264837	17.2562965803303	29.0317041158245	9.57381928699868	14.238590484282	6.65158555622801	10.0166948511539	8.96233943317664	5.53409873247811	5.53409873247811	6.47456517715581	20.634731782982	16.4302806668997	5.20703860324364	10.9616996180137	7.42848657571033	11.7816245008157	8.73977303863507	7.87341495098451	12.1669692419542	10.7091441811774	15.547575710196	3.64928129014122	14.5351213240257	10.7919954932055	10.7919954932055	6.22639171439137
Gene_7	10.4946944026664	6.80238117831793	17.2562965803303	7.26015077968788	11.6949064566162	5.03857859606835	6.06949784752091	6.7306528590773	25.5972319118266	12.7036134161858	15.8409405262132	5.20703860324364	16.4302806668997	38.1747344366478	19.2832982576816	17.8774310815549	11.1305820581802	24.8684991437945	5.11409344008635	14.7348000028457	6.32157165241668	7.57348240672101	12.9005132762932	4.68083761839828	13.0812217883777	64.7440773842507	9.8637641875937	15.6434733415215	7.57348240672101	4.85210907165226	4.41277371996812	4.85210907165226	4.50432595083106	6.94916896261285	7.10125629977432	15.547575710196	3.64928129014122	30.820146156842	7.01389415308701	3.3300932591015	15.2138996044701	7.42848657571033	42.1631804003446	38.1747344366478	5.20703860324364	5.75215956376681	8.12082438650179	10.880392555911	15.7459250832863	13.1609100073585
Gene_8	26.1657088149116	13.0812217883777	9.12801853178249	8.04019607972946	13.633967072425	8.89448082644924	13.7161758338053	5.35223634150832	22.861279377073	21.9031197531889	12.3386226184309	4.22963372808213	88.3974978276746	7.17641903924815	14.3391848787193	13.1609100073585	13.633967072425	10.9616996180137	14.6301876096749	17.3590269000621	9.8637641875937	14.6301876096749	17.497489745083	2.5589405583353	10.4323127523519	21.590900219158	11.985674260235	28.3355908749301	11.3806999176705	21.7473670914607	13.5339805315679	6.22639171439137	4.22963372808213	10.7091441811774	6.55640154992886	11.6949064566162	15.7459250832863	15.4351917289121	7.26015077968788	12.074533155647	8.81543754556767	8.96233943317664	12.3386226184309	31.9841538960417	8.27755358804546	14.5351213240257	16.3261713538586	9.19951211242685	13.0812217883777	13.2618982297514
Gene_9	14.6301876096749	9.12801853178249	8.73977303863507	5.95932059008625	14.9200862661164	5.11409344008635	6.7306528590773	13.1609100073585	9.57381928699868	16.6223952925975	13.3629927795396	2.89831533374799	14.6301876096749	6.94916896261285	12.9005132762932	7.35805101537149	6.87418119439625	27.6594388244036	13.9779605813156	20.9808767648424	11.7816245008157	23.3422176738772	34.5224639013784	5.35223634150832	9.64019908381624	22.2403840073675	4.50432595083106	88.3974978276746	10.880392555911	6.13151545142048	4.32351850802672	9.49899485687041	4.41277371996812	6.32157165241668	5.85434350546702	26.8334561112907	7.35805101537149	12.3386226184309	6.22639171439137	10.4946944026664	9.41491740142021	5.44873829071181	9.78878445610002	19.7820170532126	4.00213541330319	32.9257757739028	20.4940239782744	10.7091441811774	10.4323127523519	28.1110930958084
Gene_10	15.8409405262132	7.42848657571033	6.06949784752091	6.13151545142048	16.8228910831014	20.3639852957494	24.6873190308666	7.49909755150497	8.27755358804546	13.8052780040714	9.49899485687041	7.35805101537149	18.8532227471988	11.3080935408944	20.634731782982	12.8006705920697	9.78878445610002	15.8409405262132	17.021511391073	20.2200537284591	15.8409405262132	20.4940239782744	13.2618982297514	4.59828333586494	12.074533155647	30.5534400572808	12.4309613473671	20.9808767648424	8.35564326071418	8.04019607972946	5.11409344008635	4.68083761839828	5.20703860324364	8.58669605005388	9.8637641875937	16.8228910831014	7.94622556131883	15.1219683837163	6.06949784752091	20.8129462967356	7.57348240672101	14.5351213240257	20.0736890447287	10.4323127523519	11.985674260235	7.17641903924815	39.6699644855061	9.72099062071484	5.67500087237915	12.9908866548917
